50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.57371,,,,,,,,,,,,,,64d619d2-54ac-4107-b6e5-67ab57877800,1330,,"[29.7, 0.1]",22912,37,,,,0.92320526,,,,,,"[41.5, 15.7]",,High Pass,,19.560163,,,Moussa Sissoko,,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,64,Tottenham Hotspur,38,['5ebf08bc-bf6a-4f08-9ba9-a47c780b827b'],25,,,,,,,,,,,,,,Tottenham Hotspur,00:37:25.319,Pass,
,,,,,,,,,,,,,,,,,,5.830009,,,,,,,,,,,,,,cad49839-09d1-4a85-be68-d4b791444350,1335,,"[40.7, 16.5]",22912,37,,,,0.82249904,,Right Foot,,,,"[84.8, 64.0]",,High Pass,,64.81558,Incomplete,,Christian Dannemann Eriksen,,,True,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Defensive Midfield,64,Tottenham Hotspur,38,"['17657187-b0c5-4605-8936-6d11571949bc', '7e01697c-486a-44df-90b9-025ebe844d9b', 'a039be78-6ca2-4492-820c-aaf51482f844', 'd843e5f3-4202-42a3-8e27-755a0c821f8f']",27,,,,,,,,,,,,,,Tottenham Hotspur,00:37:27.685,Pass,True
,,,,,,,,,,,,,,,,,,2.61628,,,,,,,,,,,,,,7e01697c-486a-44df-90b9-025ebe844d9b,1337,,"[35.3, 16.1]",22912,37,,,,2.650429,,Right Foot,,,,"[9.5, 29.9]",,Ground Pass,,29.258844,,,Alisson Ramsés Becker,,,,,,Recovery,1,Regular Play,Andrew Robertson,3655.0,Left Back,65,Liverpool,24,"['78eb6bc3-bc79-43ab-83c8-2dbbac3787cc', 'cad49839-09d1-4a85-be68-d4b791444350']",33,,,,,,,,,,,,,,Liverpool,00:37:33.515,Pass,
,,,,,,,,,,,,,,,,,,1.915547,,,,,,,,,,,,,,195dfdfe-092f-45cc-a530-00edab60e650,1340,,"[12.0, 32.5]",22912,37,,,,1.1781968,,Right Foot,,,,"[21.4, 55.2]",,Ground Pass,,24.56929,,,Joël Andre Job Matip,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,65,Liverpool,24,['71d07692-54eb-4003-ae86-797575400d39'],36,,,,,,,,,,,,,,Liverpool,00:37:36.912,Pass,
,,,,,,,,,,,,,,,,,,1.840734,,,,,,,,,,,,,,7e63a5c2-2d3f-4512-989d-ed7dfcbeecaf,1344,,"[22.5, 49.1]",22912,37,,,,-1.0565008,ac439699-4dde-42dd-9f67-dd9ef6b6e885,Right Foot,,,,"[46.4, 6.8]",,High Pass,,48.584976,,,Andrew Robertson,True,,True,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,65,Liverpool,24,"['bd5a1d6e-aeea-4267-bbf4-b71ad06d9483', 'd5f01291-8227-48dd-abc5-b852226778e0']",40,,,,,,,,,,,,,,Liverpool,00:37:40.452,Pass,True
,,,,,,,,,,,,,,,,,,0.840338,,,,,,,,,,,,,,e88ab5ca-d744-4145-9d1c-c37cb11b2b04,1349,,"[120.0, 80.0]",22912,38,,,,-1.6962092,,Right Foot,,,,"[115.6, 45.1]",,High Pass,,35.17627,Incomplete,True,Sadio Mané,,,,Outswinging,,Corner,1,From Corner,Trent Alexander-Arnold,3664.0,Right Back,66,Liverpool,24,"['4914c72d-91fe-4381-a3f8-85ef6c42b6fe', 'd482eebc-fc90-46ff-bd74-403f5d684387']",29,,,,,,,,,,,,,,Liverpool,00:38:29.566,Pass,
,,,,,,,,,,,,,,,,,,3.895323,,,,,,,,,,,,,,4b20f726-252a-445a-9386-0b4d0a30cf83,1356,,"[6.0, 36.0]",22912,40,,,,-0.02025772,,Left Foot,,,,"[75.1, 34.6]",,High Pass,,69.11418,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,67,Tottenham Hotspur,38,['d55251b1-ca78-4699-b09c-42bffbe6b120'],13,,,,,,,,,,,,,,Tottenham Hotspur,00:40:13.727,Pass,
,,,,,,,,,,,,,,,,,,2.407796,,,,,,,,,,,,,,d55251b1-ca78-4699-b09c-42bffbe6b120,1357,,"[45.0, 45.5]",22912,40,,,,0.40607056,,Head,,,,"[75.7, 58.7]",,High Pass,,33.41751,,,Mohamed Salah,,,,,,Recovery,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,68,Liverpool,24,"['203c42f1-cdc7-48ec-9822-8c223cb1bb36', '4b20f726-252a-445a-9386-0b4d0a30cf83']",17,,,,,,,,,,,,,,Liverpool,00:40:17.623,Pass,
,,,,,,,,,,,,,,,,,,1.172162,,,,,,,,,,,,,,bbed13b1-7324-4e75-93a7-6e12527f6ad5,1361,,"[76.1, 56.8]",22912,40,,,,2.7763913,,Right Foot,,,,"[69.3, 59.4]",,High Pass,,7.28011,,,Jordan Brian Henderson,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Wing,68,Liverpool,24,"['1df710ff-a6a5-4add-b879-e17a6124ad86', '96e7072d-2172-4505-bcad-85df87099f61']",20,,,,,,,,,,,,,,Liverpool,00:40:20.917,Pass,True
,,,,,,,,,,,,,,,,,,4.506703,,,,,,,,,,,,,,269cbea6-bb51-4258-bddd-3883bce20e7a,1364,,"[69.3, 59.4]",22912,40,,,,-0.8598167,,Right Foot,,,,"[108.4, 14.0]",,High Pass,,59.91636,,,Sadio Mané,,,True,Through Ball,True,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,68,Liverpool,24,['45bcc0b6-124a-4638-92e8-61d8c9fe709f'],22,,,,,,,,,,,,,,Liverpool,00:40:22.129,Pass,
,,,,,,,,,,,,,,,,,,1.761453,,,,,,,,,,,,,,515b553f-1de4-4f56-b567-f14c1ec01d43,1368,,"[104.9, 6.8]",22912,40,,,,-3.1114132,,Right Foot,,,,"[78.4, 6.0]",,Ground Pass,,26.512074,,,Andrew Robertson,,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Wing,68,Liverpool,24,['183b0c11-9960-4d2f-9f9a-57fe9f9c5a9c'],33,,,,,,,,,,,,,,Liverpool,00:40:33.029,Pass,
,,,,,,,,,,,,,,,,,,0.789357,,,,,,,,,,,,,,871834cd-0555-4819-8627-d73859fe9dfc,1371,,"[82.4, 6.0]",22912,40,,,,1.1509163,,Left Foot,,,,"[89.9, 22.8]",,Ground Pass,,18.398098,,,Georginio Wijnaldum,,,,,,,1,Regular Play,Andrew Robertson,3655.0,Left Back,68,Liverpool,24,['98ad0c95-5e2e-4759-9595-7918d1f15db0'],37,,,,,,,,,,,,,,Liverpool,00:40:37.756,Pass,
,,,,,,,,,,,,,,,,,,1.032148,,,,,,,,,,,,,,c0908b04-e3bb-4cc3-80d1-4f1c4a3ca79d,1374,,"[98.3, 23.6]",22912,40,,,,-0.87377495,,Right Foot,,,,"[105.5, 15.0]",,Ground Pass,,11.21606,,,Mohamed Salah,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Center Midfield,68,Liverpool,24,['d9a52a24-ead3-4df2-b556-bfe1964599e5'],40,,,,,,,,,,,,,,Liverpool,00:40:40.813,Pass,
,,,,,,,,,,,,,,,,,,1.5422,,,,,,,,,,,,,,843a9e7b-588c-44dc-9b27-11bd3b6a76b9,1377,,"[107.6, 14.8]",22912,40,,,,-1.9745158,,Left Foot,,,,"[103.2, 4.5]",,Ground Pass,,11.200446,,,Sadio Mané,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Wing,68,Liverpool,24,['7d67ddb5-7610-4f8d-9090-1342ea9efccd'],42,,,,,,,,,,,,,,Liverpool,00:40:42.718,Pass,
,,,,,,,,,,,,,,,,,,0.780495,,,,,,,,,,,,,,687d40da-004e-4cc3-8131-7e462dcf819a,1382,,"[91.0, 0.1]",22912,41,,,,1.0365268,,,,,,"[98.1, 12.1]",,High Pass,,13.943099,,,Roberto Firmino Barbosa de Oliveira,,,,,,Throw-in,1,From Throw In,Andrew Robertson,3655.0,Left Back,69,Liverpool,24,['85424676-784a-4056-b8e8-a2546e354908'],1,,,,,,,,,,,,,,Liverpool,00:41:01.010,Pass,
,,,,,,,,,,,,,,,,,,1.349414,,,,,,,,,,,,,,f6218770-963d-42d5-ab0b-a80633159dbf,1384,,"[98.3, 11.4]",22912,41,,,,-2.412473,,Head,,,,"[90.8, 4.7]",,High Pass,,10.056838,,,Andrew Robertson,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,69,Liverpool,24,['584760f3-2368-40a3-ba6a-fcf20e7e295d'],1,,,,,,,,,,,,,,Liverpool,00:41:01.831,Pass,
,,,,,,,,,,,,,,,,,,0.760929,,,,,,,,,,,,,,76983832-b097-4c99-a72b-e72f94f88ee2,1409,,"[100.9, 52.0]",22912,41,,,,1.7876699,,Right Foot,,,,"[99.6, 57.9]",,Ground Pass,,6.041523,,,Jordan Brian Henderson,,,,,,,1,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,71,Liverpool,24,"['e56d339e-b444-4430-b914-ba43f3c595c6', 'e878fc70-267b-48fe-9831-602cdefc0cd1']",16,,,,,,,,,,,,,,Liverpool,00:41:16.378,Pass,True
,,,,,,,,,,,,,,,,,,1.227823,,,,,,,,,,,,,,81141ad3-0db0-496a-8113-06014a2b46cf,1412,,"[105.1, 57.7]",22912,41,,,,1.1504653,,Right Foot,,,,"[111.0, 70.9]",,Ground Pass,,14.458562,,,Trent Alexander-Arnold,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,71,Liverpool,24,['3b82688c-d35b-4f63-bec6-2caa3a9347f7'],17,,,,,,,,,,,,,,Liverpool,00:41:17.924,Pass,
,,,,,,,,,,,,,,,,,,0.105168,,,,,,,,,,,,,,154b2ad3-aaba-4694-8bf3-381bfd413e1a,1415,,"[111.6, 70.3]",22912,41,,,,-1.0851742,,Right Foot,,,,"[113.5, 66.7]",,High Pass,,4.0706263,Incomplete,,,,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Back,71,Liverpool,24,['6ba8920b-4e8f-4eac-ade7-243d774478dd'],19,,,,,,,,,,,,,,Liverpool,00:41:19.912,Pass,
,,,,,,,,,,,,,,,,,,1.465,,,,,,,,,,,,,,55a9415e-f5fd-4027-9a39-61a9b2c1d7d8,1417,,"[120.0, 80.0]",22912,41,,,,-1.752761,,Right Foot,,,,"[113.1, 42.5]",,High Pass,,38.129517,Incomplete,True,Virgil van Dijk,,,,Outswinging,,Corner,1,From Corner,Trent Alexander-Arnold,3664.0,Right Back,72,Liverpool,24,"['0c833f4a-a824-4b9e-bf77-a22a3864c208', '3cbc170b-e467-42ab-9560-dd77e517ab8d']",46,,,,,,,,,,,,,,Liverpool,00:41:46.683,Pass,
,,,,,,,,,,,,,,,,,,0.830219,,,,,,,,,,,,,,44ddc2c3-a8b7-49ff-a26a-4a1a3c2cbcac,1426,,"[120.0, 0.1]",22912,42,,,,1.6962092,,Left Foot,,,,"[115.6, 35.0]",,High Pass,,35.17627,Incomplete,True,Sadio Mané,,,,Outswinging,,Corner,1,From Corner,Mohamed Salah,3531.0,Right Wing,73,Liverpool,24,"['33b4a709-fa96-443b-9050-ca60b6072ab8', '703c8404-78fa-4183-82ae-d65bea28f431']",22,,,,,,,,,,,,,,Liverpool,00:42:22.120,Pass,
,,,,,,,,,,,,,,,,,,1.492345,,,,,,,,,,,,,,b88e1725-3373-4ae3-8048-8f929a793961,1430,,"[76.7, 0.1]",22912,42,,,,2.2475333,,,,,,"[62.0, 18.4]",,High Pass,,23.472963,,,Virgil van Dijk,,,,,,Throw-in,1,From Throw In,Andrew Robertson,3655.0,Left Back,74,Liverpool,24,['4b2ce767-0410-4688-bf4f-7b7ca22651ee'],41,,,,,,,,,,,,,,Liverpool,00:42:41.263,Pass,
,,,,,,,,,,,,,,,,,,0.968582,,,,,,,,,,,,,,34c85625-6489-4547-83e3-75374131ac61,1433,,"[57.2, 24.3]",22912,42,,,,1.7748142,,Right Foot,,,,"[53.6, 41.7]",,Ground Pass,,17.76851,,,Joël Andre Job Matip,,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,74,Liverpool,24,['70978d7c-f5e9-4b9e-96f8-6f590fc560de'],44,,,,,,,,,,,,,,Liverpool,00:42:44.340,Pass,
,,,,,,,,,,,,,,,,,,1.186419,,,,,,,,,,,,,,f4e45019-cbe7-4db0-9c4c-b5ddf2e9cf92,1436,,"[56.9, 45.9]",22912,42,,,,1.5481757,,Right Foot,,,,"[57.4, 68.0]",,Ground Pass,,22.105656,,,Trent Alexander-Arnold,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,74,Liverpool,24,['40204e73-c43e-419f-8769-b2cd23020fdc'],46,,,,,,,,,,,,,,Liverpool,00:42:46.670,Pass,
,,,,,,,,,,,,,,,,,,1.095502,,,,,,,,,,,,,,c3f30664-df91-4c33-b8a7-4c8806331547,1439,,"[58.2, 66.5]",22912,42,,,,-2.0443938,,Right Foot,,,,"[50.0, 50.5]",,Ground Pass,,17.978876,,,Joël Andre Job Matip,,,,,,,1,From Throw In,Trent Alexander-Arnold,3664.0,Right Back,74,Liverpool,24,['2be1b6a5-950e-498f-b8cc-b2c0906728aa'],49,,,,,,,,,,,,,,Liverpool,00:42:49.053,Pass,
,,,,,,,,,,,,,,,,,,2.163985,,,,,,,,,,,,,,83d3c35f-39bb-4a4c-9f85-6928d8576cea,1442,,"[50.0, 50.5]",22912,42,,,,-1.5946014,,Right Foot,,,,"[49.4, 25.3]",,Ground Pass,,25.207142,,,Virgil van Dijk,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,74,Liverpool,24,['698ec2b8-c38e-43c8-8f5c-11117bbd3d9e'],51,,,,,,,,,,,,,,Liverpool,00:42:51.221,Pass,
,,,,,,,,,,,,,,,,,,2.696318,,,,,,,,,,,,,,13334acf-0850-4990-834a-133b86cb9064,1446,,"[49.0, 30.4]",22912,42,,,,1.1071488,,Right Foot,,,,"[72.3, 77.0]",,High Pass,,52.100384,,,Trent Alexander-Arnold,,,True,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,74,Liverpool,24,['1b56d7c0-f462-4d13-82af-74ee8058712e'],56,,,,,,,,,,,,,,Liverpool,00:42:56.444,Pass,
,,,,,,,,,,,,,,,,,,1.219404,,,,,,,,,,,,,,4ec2a3be-d4d2-492e-a708-68d3d0124ec9,1450,,"[84.1, 76.0]",22912,43,,,,-1.1672887,,Right Foot,,,,"[99.0, 41.1]",,Low Pass,,37.947594,Incomplete,,Mohamed Salah,,,,,,,1,From Throw In,Trent Alexander-Arnold,3664.0,Right Back,74,Liverpool,24,"['25053698-96a5-450c-a0de-005a1a0b7ef9', '71d4d1b3-2464-4a28-ace2-965d93c60be6', 'a6896e53-e526-40ec-9e45-6ef40a199858']",0,,,,,,,,,,,,,,Liverpool,00:43:00.597,Pass,True
,,,,,,,,,,,,,,,,,,3.301156,,,,,,,,,,,,,,14d039e1-dd6c-4664-b251-5ae73a087e31,1457,,"[42.3, 46.6]",22912,43,,,,-0.16685516,,Right Foot,,,,"[89.8, 38.6]",,High Pass,,48.168972,Incomplete,,Bamidele Alli,,,,Through Ball,True,Free Kick,1,From Free Kick,Harry Winks,3082.0,Left Center Midfield,75,Tottenham Hotspur,38,"['04bb2194-2537-4935-87d4-ded10faca453', 'fc4f8e0c-b684-414a-a0a4-f9dfd94c8057']",12,,,,,,,,,,,,,,Tottenham Hotspur,00:43:12.353,Pass,
,,,,,,,,,,,,,,,,,,0.757038,,,,,,,,,,,,,,d6803cff-9697-4510-9e80-96a3140c3fe8,1460,,"[79.1, 49.7]",22912,43,,,,-1.2021004,,Right Foot,,,,"[82.5, 40.9]",,Low Pass,,9.433981,,,Harry Kane,,,,,,Recovery,1,From Free Kick,Heung-Min Son,3083.0,Left Wing,75,Tottenham Hotspur,38,['94b63c76-9553-4824-9c7b-84d55efb0aff'],17,,,,,,,,,,,,,,Tottenham Hotspur,00:43:17.380,Pass,
,,,,,,,,,,,,,,,,,,0.899672,,,,,,,,,,,,,,b79968fd-2b47-4d13-9cc1-4abb593d02d9,1467,,"[29.4, 43.8]",22912,43,,,,2.0281744,,Right Foot,,,,"[23.1, 56.6]",,Ground Pass,,14.266394,,,Trent Alexander-Arnold,,,,,,Recovery,1,From Free Kick,Georginio Wijnaldum,3567.0,Left Center Midfield,75,Tottenham Hotspur,38,"['5c85c344-0270-41ae-812a-f2bba1a60913', 'a5c59e41-79b2-49d0-930b-fd85426663bc']",21,,,,,,,,,,,,,,Liverpool,00:43:21.583,Pass,True
,,,,,,,,,,,,,,,,,,4.865422,,,,,,,,,,,,,,9159b650-945e-4e99-b3e8-64d51d45737b,1470,,"[27.7, 63.8]",22912,43,,,,-0.04827165,,Right Foot,,,,"[110.5, 59.8]",,High Pass,,82.89656,Incomplete,,Mohamed Salah,,,,,,,1,From Free Kick,Trent Alexander-Arnold,3664.0,Right Back,75,Tottenham Hotspur,38,"['48aae5cd-301f-4441-ae83-6c0000f68986', 'bdfdb11d-573f-4765-a1f7-d3090c71267a']",23,,,,,,,,,,,,,,Liverpool,00:43:23.733,Pass,
,,,,,,,,,,,,,,,,,,1.218811,,,,,,,,,,,,,,bdfdb11d-573f-4765-a1f7-d3090c71267a,1473,,"[9.6, 20.3]",22912,43,,,,2.0807683,,Right Foot,,,,"[3.0, 32.1]",,Ground Pass,,13.520355,,,Hugo Lloris,,,,,,Recovery,1,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,75,Tottenham Hotspur,38,"['9159b650-945e-4e99-b3e8-64d51d45737b', 'ab465f5b-2c9b-40a9-819d-c2020fc889b9', 'f06cf11d-98ee-40a6-b881-971c177a4806']",28,,,,,,,,,,,,,,Tottenham Hotspur,00:43:28.599,Pass,True
,,,,,,,,,,,,,,,,,,2.672322,,,,,,,,,,,,,,cf7086bc-bb72-4b6e-a2b0-d66bd283900d,1476,,"[2.8, 32.5]",22912,43,,,,-0.99797857,,Left Foot,,,,"[22.6, 1.8]",,High Pass,,36.53122,,,Danny Rose,,,,,,,1,From Free Kick,Hugo Lloris,3099.0,Goalkeeper,75,Tottenham Hotspur,38,"['2d9bdabf-d17e-4d9c-aef1-d108351ccb35', '3d294d47-1c8e-494c-8b36-243eff9ef610']",29,,,,,,,,,,,,,,Tottenham Hotspur,00:43:29.818,Pass,True
,,,,,,,,,,,,,,,,,,1.132463,,,,,,,,,,,,,,7dd44005-840d-49a8-a7e8-5642f44b0a87,1478,,"[22.2, 1.8]",22912,43,,,,2.7591612,,Head,,,,"[4.3, 9.0]",,High Pass,,19.293781,,,Jan Vertonghen,,,,,,,1,From Free Kick,Danny Rose,3594.0,Left Back,75,Tottenham Hotspur,38,['60420811-d56f-440a-9dc2-78aa27087181'],32,,,,,,,,,,,,,,Tottenham Hotspur,00:43:32.627,Pass,
,,,,,,,,,,,,,,,,,,1.349169,,,,,,,,,,,,,,5ed97450-2590-46e7-bca8-39ed82e5403f,1481,,"[4.7, 7.9]",22912,43,,,,-0.5543075,,Right Foot,,,,"[15.2, 1.4]",,Ground Pass,,12.349089,,,Danny Rose,,,,,,,1,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,75,Tottenham Hotspur,38,['7e705683-3da2-4807-acda-79d9624aeb90'],35,,,,,,,,,,,,,,Tottenham Hotspur,00:43:35.404,Pass,
,,,,,,,,,,,,,,,,,,2.861734,,,,,,,,,,,,,,6be849b8-c42f-4b26-b565-1813e599e411,1486,,"[30.2, 2.0]",22912,43,,,,0.07241203,,Left Foot,,,,"[68.8, 4.8]",,Ground Pass,,38.70142,,,Bamidele Alli,,,,,,,1,From Free Kick,Danny Rose,3594.0,Left Back,75,Tottenham Hotspur,38,"['2fb0fa6c-b523-4008-b30c-df079af5068f', 'be61ecda-d4d8-4b5b-b94d-1f813dc7c130']",39,,,,,,,,,,,,,,Tottenham Hotspur,00:43:39.457,Pass,True
,,,,,,,,,,,,,,,,,,2.255197,,,,,,,,,,,,,,1a5f7522-ba08-4d4a-8cde-6db1da0af99f,1489,,"[92.6, 21.8]",22912,43,,,,0.21550606,,Right Foot,,,,"[112.7, 26.2]",,Ground Pass,,20.575956,Incomplete,,Heung-Min Son,,,,Through Ball,True,,1,From Free Kick,Bamidele Alli,3094.0,Center Attacking Midfield,75,Tottenham Hotspur,38,"['2a5ace75-ba07-4f98-932a-cbc97cf7a15d', 'cc8704a6-3539-478d-96c8-1cecea159489']",45,,,,,,,,,,,,,,Tottenham Hotspur,00:43:45.909,Pass,
,,,,,,,,,,,,,,,,,,2.011648,,,,,,,,,,,,,,12eb0883-d95d-4b39-a1fa-240512361dec,1492,,"[10.1, 46.8]",22912,43,True,,,-1.0528703,,Keeper Arm,,,,"[25.2, 20.3]",,Ground Pass,,30.500164,,,Andrew Robertson,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,76,Liverpool,24,['82db1806-4e1f-47cd-b3a6-cfa840fe76cf'],53,,,,,,,,,,,,,,Liverpool,00:43:53.549,Pass,
,,,,,,,,,,,,,,,,,,1.083787,,,,,,,,,,,,,,6d141c44-199c-4e23-aa88-0e921e345be9,1494,,"[41.8, 11.7]",22912,43,,,,2.1831183,,Left Foot,,,,"[35.9, 20.1]",,Ground Pass,,10.264989,,,Jordan Brian Henderson,,,,,,,1,Regular Play,Andrew Robertson,3655.0,Left Back,76,Liverpool,24,['3f8ee884-8cca-47c8-baf6-28519b25e3e7'],58,,,,,,,,,,,,,,Liverpool,00:43:58.354,Pass,
,,,,,,,,,,,,,,,,,,1.34366,,,,,,,,,,,,,,65b51eec-47d7-4162-8a31-a70198d44b3e,1497,,"[44.1, 28.9]",22912,44,,,,3.0944579,,Right Foot,,,,"[22.9, 29.9]",,Ground Pass,,21.223572,,,Virgil van Dijk,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,76,Liverpool,24,['b240a12a-ef07-4e8b-984f-94661e972ffe'],4,,,,,,,,,,,,,,Liverpool,00:44:04.663,Pass,
,,,,,,,,,,,,,,,,,,1.673528,,,,,,,,,,,,,,4f7d2b53-bcab-46fe-b215-c387b5b39c50,1500,,"[23.7, 31.0]",22912,44,,,,1.6133238,,Right Foot,,,,"[22.7, 54.5]",,Ground Pass,,23.521267,,,Joël Andre Job Matip,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,76,Liverpool,24,['b868b6da-6cf9-4570-8b58-b0c8cb487051'],8,,,,,,,,,,,,,,Liverpool,00:44:08.472,Pass,
,,,,,,,,,,,,,,,,,,1.920427,,,,,,,,,,,,,,4fdef316-e51f-477d-b331-fddc48e6573f,1503,,"[22.5, 57.5]",22912,44,,,,-2.3299832,,Right Foot,,,,"[9.5, 43.8]",,Ground Pass,,18.886238,,,Alisson Ramsés Becker,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,76,Liverpool,24,['ca63fc61-cc98-4be0-a5ca-a03bea8cd9f9'],11,,,,,,,,,,,,,,Liverpool,00:44:11.866,Pass,
,,,,,,,,,,,,,,,,,,1.407536,,,,,,,,,,,,,,970a86c2-bd6e-46f2-a567-1a5f4cbfb2bb,1506,,"[10.5, 43.8]",22912,44,,,,-1.0966228,,Right Foot,,,,"[20.2, 24.9]",,Ground Pass,,21.243822,,,Virgil van Dijk,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,76,Liverpool,24,['f552365b-1bd6-4dcb-9674-5c103e953be7'],13,,,,,,,,,,,,,,Liverpool,00:44:13.827,Pass,
,,,,,,,,,,,,,,,,,,1.50648,,,,,,,,,,,,,,7cf0e072-e9a3-49df-bff5-49fb3fb06628,1509,,"[21.6, 22.0]",22912,44,,,,2.1962814,,Left Foot,,,,"[8.6, 40.0]",,Ground Pass,,22.203604,,,Alisson Ramsés Becker,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,76,Liverpool,24,['d76d5afd-0a3d-4e9d-aeed-304f5a868df7'],17,,,,,,,,,,,,,,Liverpool,00:44:17.809,Pass,
,,,,,,,,,,,,,,,,,,2.029346,,,,,,,,,,,,,,81e433c9-4325-461c-ad9f-9ee7d5ff5bae,1512,,"[8.6, 41.7]",22912,44,,,,1.0873493,,Right Foot,,,,"[23.3, 69.7]",,Ground Pass,,31.624199,,,Joël Andre Job Matip,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,76,Liverpool,24,['83c37663-a86d-4055-b333-2eb70a6b00ed'],20,,,,,,,,,,,,,,Liverpool,00:44:20.080,Pass,
,,,,,,,,,,,,,,,,,,2.574192,,,,,,,,,,,,,,51b476b6-0c64-4d40-ba18-ff93d57f40a6,1515,,"[40.8, 70.7]",22912,44,,,,-0.5889536,,Right Foot,,,,"[89.3, 38.3]",,High Pass,,58.32675,Incomplete,,Sadio Mané,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,76,Liverpool,24,"['387a34b5-2fd7-4ae0-b6b5-3379ea1b9996', 'c4a213bc-477f-4039-ba37-21ee797a6928']",24,,,,,,,,,,,,,,Liverpool,00:44:24.738,Pass,
,,,,,,,,,,,,,,,,,,2.160098,,,,,,,,,,,,,,387a34b5-2fd7-4ae0-b6b5-3379ea1b9996,1517,,"[30.8, 41.8]",22912,44,,,,2.7233684,,Head,,,,"[8.3, 51.8]",,Low Pass,,24.622145,,,Hugo Lloris,,,,,,Recovery,1,Regular Play,Kieran Trippier,3308.0,Right Back,77,Tottenham Hotspur,38,"['38138a56-6e10-4d13-89a2-bd653ba10fd2', '51b476b6-0c64-4d40-ba18-ff93d57f40a6']",27,,,,,,,,,,,,,,Tottenham Hotspur,00:44:27.313,Pass,
,,,,,,,,,,,,,,,,,,1.885783,,,,,,,,,,,,,,6ec70aa9-2cb1-4b6c-9fbe-e27d9d8ba6f2,1520,,"[7.7, 54.4]",22912,44,,,,0.2837941,,Keeper Arm,,,,"[29.3, 60.7]",,Ground Pass,,22.5,,,Kieran Trippier,,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,77,Tottenham Hotspur,38,['fff3073c-ac78-49f8-b6f3-e593193e3354'],30,,,,,,,,,,,,,,Tottenham Hotspur,00:44:30.072,Pass,
