50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.564903,,,,,,,,,,,,,,ed845f12-5ed4-40e7-b296-a2e55d7482d7,14,,"[37.3, 63.0]",22912,0,,,,-0.29386935,,Left Foot,,,,"[44.9, 60.7]",,High Pass,,7.940403,Incomplete,,Harry Winks,,,,,,Recovery,1,From Kick Off,Moussa Sissoko,3091.0,Right Defensive Midfield,2,Liverpool,24,"['70ba5469-65c6-457b-aeee-280a2d2a79c1', '7d2c9d00-6155-4833-b6eb-95ac0301a835', '9babcee7-0db0-4cf5-bbd3-b6ca2c0ff6e2']",8,,,,,,,,,,,,,,Tottenham Hotspur,00:00:08.854,Pass,
,,,,,,,,,,,,,,,,,,0.687803,,,,,,,,,,,,,,70ba5469-65c6-457b-aeee-280a2d2a79c1,17,,"[75.2, 19.4]",22912,0,,,True,0.08018485,,,,,,"[86.4, 20.3]",,High Pass,,11.236102,Incomplete,,Sadio Mané,,,,,,Recovery,1,From Kick Off,Jordan Brian Henderson,3532.0,Right Center Midfield,2,Liverpool,24,"['1691bc21-e242-4baf-8561-955ae0cd787a', '66785f3c-c999-4474-8f7f-5d09b11e64e1', '8887961c-cda3-4c79-b28d-7e3c8ea250dc', 'ed845f12-5ed4-40e7-b296-a2e55d7482d7']",10,,,,,,,,,,,,,,Liverpool,00:00:10.419,Pass,True
,,,,,,,,,,,,,,,,,,3.797797,,,,,,,,,,,,,,66785f3c-c999-4474-8f7f-5d09b11e64e1,19,,"[33.7, 59.8]",22912,0,,,,0.026016433,,Head,,,,"[60.6, 60.5]",,High Pass,,26.909107,Incomplete,,Harry Kane,,,,,,Recovery,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Liverpool,24,"['3b52ec7a-0b60-480a-8673-475fce779342', '5dd70c63-4030-47d1-8a09-fae25c18ad4d', '70ba5469-65c6-457b-aeee-280a2d2a79c1']",11,,,,,,,,,,,,,,Tottenham Hotspur,00:00:11.107,Pass,
,,,,,,,,,,,,,,,,,,1.067295,,,,,,,,,,,,,,3b52ec7a-0b60-480a-8673-475fce779342,21,,"[59.5, 19.6]",22912,0,,,,-0.067693025,,Head,,,,"[65.4, 19.2]",,Low Pass,,5.9135437,,,Georginio Wijnaldum,,,,,,Recovery,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Liverpool,24,"['66785f3c-c999-4474-8f7f-5d09b11e64e1', 'bdead4f4-7821-4837-9edc-424a8c433a65']",14,,,,,,,,,,,,,,Liverpool,00:00:14.904,Pass,
,,,,,,,,,,,,,,,,,,0.733968,,,,,,,,,,,,,,0be6b52c-a97a-40fd-aa49-ec977ed51727,25,,"[64.7, 18.4]",22912,0,,,,1.5337762,,Right Foot,,,,"[64.9, 23.8]",,Low Pass,,5.4037023,,,Jordan Brian Henderson,,,,,,,1,From Kick Off,Georginio Wijnaldum,3567.0,Left Center Midfield,2,Liverpool,24,"['bc978401-3bdf-4d44-ac03-a0081664fd4e', 'df4587a3-40a4-4b68-9a72-e48761ac6a4a']",16,,,,,,,,,,,,,,Liverpool,00:00:16.045,Pass,True
,,,,,,,,,,,,,,,,,,2.502852,,,,,,,,,,,,,,58da02c1-4fc2-45ee-a8ae-7b40bdb01238,28,,"[64.3, 24.3]",22912,0,,,,0.0057305964,,Right Foot,,,,"[99.2, 24.5]",,High Pass,,34.900574,,,Sadio Mané,,,,Through Ball,True,,1,From Kick Off,Jordan Brian Henderson,3532.0,Right Center Midfield,2,Liverpool,24,['0db11b7a-2581-4f5e-a2d4-53b1c10a72b3'],17,,,,,,,,,,,,,,Liverpool,00:00:17.057,Pass,
,,,,,,,,,,,,,,,,,,0.315409,,,,,,,,,,,,,,954c4fd1-a071-4016-a44e-00b5441730d0,31,,"[106.1, 23.4]",22912,0,,,,2.1353657,,Right Foot,,,,"[104.2, 26.4]",,High Pass,,3.5510561,Unknown,,Jordan Brian Henderson,,,,,,,1,From Kick Off,Sadio Mané,3629.0,Left Wing,2,Liverpool,24,['108eb77f-7c6a-4a5d-997c-8a8ec1ef9672'],22,,,,,,,,,,,,,,Liverpool,00:00:22.597,Pass,
,,,,,,,,,,,,,,,,,,1.286632,,,,,,,,,,,,,,b86d0c15-cee3-496d-9544-b49eba5819c0,36,,"[60.0, 40.0]",22912,2,True,,,3.1235223,,Right Foot,,,,"[43.4, 40.3]",,Ground Pass,,16.60271,,,Bamidele Alli,,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,4,Tottenham Hotspur,38,['1420cb69-dc92-41ea-9b3e-0121d6e16cb9'],42,,,,,,,,,,,,,,Tottenham Hotspur,00:02:42.854,Pass,
,,,,,,,,,,,,,,,,,,2.018659,,,,,,,,,,,,,,5a153bbb-1e1e-4949-80d8-782d08b21bd6,38,,"[42.8, 40.3]",22912,2,True,,,0.28391525,,Right Foot,,,,"[106.2, 58.8]",,High Pass,,66.044,Incomplete,,,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,4,Tottenham Hotspur,38,['4ade8d61-2e78-4f07-be68-08416d0be74e'],45,,,,,,,,,,,,,,Tottenham Hotspur,00:02:45.133,Pass,
,,,,,,,,,,,,,,,,,,0.66697,,,,,,,,,,,,,,997097db-1269-4564-9d90-1ab1f3df50b4,43,,"[99.3, 75.8]",22912,2,,,,-0.49488744,,Right Foot,,,,"[105.6, 72.4]",,Ground Pass,,7.1589108,Incomplete,,Harry Kane,,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Right Wing,4,Tottenham Hotspur,38,"['13903a9e-c717-4aa2-b8ab-b13b36f6c3bc', '883a45ed-3525-445d-b167-304e3db4467d']",49,,,,,,,,,,,,,,Tottenham Hotspur,00:02:49.777,Pass,
,,,,,,,,,,,,,,,,,,2.16881,,,,,,,,,,,,,,883a45ed-3525-445d-b167-304e3db4467d,45,,"[14.5, 7.7]",22912,2,,,,0.57810193,,Left Foot,,,,"[45.0, 27.6]",,High Pass,,36.417854,Incomplete,,Roberto Firmino Barbosa de Oliveira,,,,,,Recovery,1,From Kick Off,Andrew Robertson,3655.0,Left Back,4,Tottenham Hotspur,38,"['79a66d0d-8c8b-45a4-a5f1-e1d246732689', '997097db-1269-4564-9d90-1ab1f3df50b4', 'c50439b7-bbf4-47b1-8fae-429ef29ab59e']",50,,,,,,,,,,,,,,Liverpool,00:02:50.444,Pass,
,,,,,,,,,,,,,,,,,,1.029908,,,,,,,,,,,,,,79a66d0d-8c8b-45a4-a5f1-e1d246732689,47,,"[75.1, 52.5]",22912,2,,,,-0.05352027,,Head,,,,"[91.9, 51.6]",,High Pass,,16.82409,Incomplete,,Bamidele Alli,,,,,,Recovery,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,"['53d96b64-9cb6-4081-9ea8-b1f7a11424f6', '8678231e-f8b9-4156-b5b9-74490dbd22cb', '883a45ed-3525-445d-b167-304e3db4467d']",52,,,,,,,,,,,,,,Tottenham Hotspur,00:02:52.613,Pass,
,,,,,,,,,,,,,,,,,,2.611936,,,,,,,,,,,,,,53d96b64-9cb6-4081-9ea8-b1f7a11424f6,49,,"[28.2, 28.5]",22912,2,,,,0.033320997,,Head,,,,"[64.2, 29.7]",,High Pass,,36.019993,Incomplete,,Mohamed Salah,,,,,,Recovery,1,From Kick Off,Fábio Henrique Tavares,3247.0,Center Defensive Midfield,4,Tottenham Hotspur,38,"['79a66d0d-8c8b-45a4-a5f1-e1d246732689', '980e78ea-07b7-4766-a51b-c7a175cf5c1f', 'f11bafcd-ffa4-4821-a75e-3aa8c465ac81']",53,,,,,,,,,,,,,,Liverpool,00:02:53.643,Pass,
,,,,,,,,,,,,,,,,,,1.638843,,,,,,,,,,,,,,980e78ea-07b7-4766-a51b-c7a175cf5c1f,51,,"[55.9, 50.4]",22912,2,,,,0.11984181,,Head,,,,"[75.0, 52.7]",,High Pass,,19.237984,Incomplete,,Bamidele Alli,,,,,,Recovery,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,4,Tottenham Hotspur,38,"['1ffcc6ee-c048-4670-96ff-cb095dc9130a', '3e6e1002-3993-4336-a480-ee114b92f89b', '53d96b64-9cb6-4081-9ea8-b1f7a11424f6']",56,,,,,,,,,,,,,,Tottenham Hotspur,00:02:56.255,Pass,
,,,,,,,,,,,,,,,,,,2.487076,,,,,,,,,,,,,,1ffcc6ee-c048-4670-96ff-cb095dc9130a,53,,"[45.1, 27.4]",22912,2,,,,-0.3626634,,Head,,,,"[70.4, 17.8]",,High Pass,,27.060118,Incomplete,,Sadio Mané,,,,,,Recovery,1,From Kick Off,Fábio Henrique Tavares,3247.0,Center Defensive Midfield,4,Tottenham Hotspur,38,"['351b6357-dbdc-4625-9507-419f41f18e18', '980e78ea-07b7-4766-a51b-c7a175cf5c1f', 'cac06cc3-68b0-4cc6-98c0-e0caadaca530']",57,,,,,,,,,,,,,,Liverpool,00:02:57.894,Pass,
,,,,,,,,,,,,,,,,,,1.170609,,,,,,,,,,,,,,cac06cc3-68b0-4cc6-98c0-e0caadaca530,56,,"[49.7, 62.3]",22912,3,,,True,-1.2490457,,,,,,"[54.0, 49.4]",,High Pass,,13.597794,,,Harry Winks,,,,,,Recovery,1,From Kick Off,Kieran Trippier,3308.0,Right Back,4,Tottenham Hotspur,38,"['046c40e6-a465-4eac-b60a-1e1109dc13fe', '1ffcc6ee-c048-4670-96ff-cb095dc9130a', 'c4ea159a-d4c7-4a36-a708-ac828e0a0244']",0,,,,,,,,,,,,,,Tottenham Hotspur,00:03:00.381,Pass,True
,,,,,,,,,,,,,,,,,,0.592435,,,,,,,,,,,,,,43d1ded6-f17e-4250-8e5d-39a21218d5da,60,,"[53.6, 50.1]",22912,3,,,,0.47606933,,Right Foot,,,,"[60.0, 53.4]",,Low Pass,,7.2006946,,,Bamidele Alli,,,,,,,1,From Kick Off,Harry Winks,3082.0,Left Center Midfield,4,Tottenham Hotspur,38,['10584549-9077-42dc-bef5-23c455164655'],1,,,,,,,,,,,,,,Tottenham Hotspur,00:03:01.632,Pass,
,,,,,,,,,,,,,,,,,,3.398094,,,,,,,,,,,,,,961349c6-b5e5-453a-bd60-9c05c8de4e15,64,,"[57.7, 56.9]",22912,3,,,,0.85720026,,Right Foot,,,,"[77.7, 80.0]",,Ground Pass,,30.555033,Out,,Christian Dannemann Eriksen,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,4,Tottenham Hotspur,38,['a0456b63-6e36-496b-8b15-89466a9ce697'],2,,,,,,,,,,,,,,Tottenham Hotspur,00:03:02.443,Pass,
,,,,,,,,,,,,,,,,,,0.545644,,,,,,,,,,,,,,bb75248f-a6dd-4ade-8c6d-05301df5efa9,66,,"[43.7, 0.1]",22912,3,,,,0.70361376,,,,,,"[53.6, 8.5]",,High Pass,,12.983451,,,Sadio Mané,,,,,,Throw-in,1,From Throw In,Andrew Robertson,3655.0,Left Back,5,Liverpool,24,['9c03e47a-dff9-448c-8cdc-688b2b9ec088'],19,,,,,,,,,,,,,,Liverpool,00:03:19.582,Pass,
,,,,,,,,,,,,,,,,,,0.892309,,,,,,,,,,,,,,c364a0a2-f88d-4906-ba66-c5e5ff13c0c5,70,,"[49.2, 4.3]",22912,3,,,,3.1415927,,Right Foot,,,,"[41.6, 4.3]",,Ground Pass,,7.6,,,Andrew Robertson,,,,,,,1,From Throw In,Sadio Mané,3629.0,Left Wing,5,Liverpool,24,"['e6913135-9e26-464a-b2e6-41098b81aeb9', 'f667df93-6c62-4a43-b2e3-b09db629f6d5']",21,,,,,,,,,,,,,,Liverpool,00:03:21.196,Pass,True
,,,,,,,,,,,,,,,,,,2.497052,,,,,,,,,,,,,,8357ce7c-c0f1-44b0-bbb8-d1a66bcf1d0e,72,,"[41.6, 4.3]",22912,3,,,,1.1304405,,Left Foot,,,,"[63.7, 51.2]",,Low Pass,,51.84612,Incomplete,,Mohamed Salah,,,True,,,,1,From Throw In,Andrew Robertson,3655.0,Left Back,5,Liverpool,24,"['5df26385-53a4-433a-be3a-29a4f6f4877b', 'e875e5f3-9838-43cf-af3f-9b2006cbe87a']",22,,,,,,,,,,,,,,Liverpool,00:03:22.088,Pass,
,,,,,,,,,,,,,,,,,,2.268149,,,,,,,,,,,,,,b1d0afd0-0e26-4be0-b9b6-7ee788a8a9ff,76,,"[31.3, 45.4]",22912,3,,,True,0.060013685,,,,,,"[54.6, 46.8]",,High Pass,,23.342022,,,Roberto Firmino Barbosa de Oliveira,,,,,,Recovery,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,5,Liverpool,24,"['038c5b64-e189-4585-9911-b118db8385ea', '1149cdb7-09af-46a3-8c15-813362de591a']",27,,,,,,,,,,,,,,Liverpool,00:03:27.521,Pass,True
,,,,,,,,,,,,,,,,,,1.816815,,,,,,,,,,,,,,e3df0eb9-1f07-40b8-bfd6-579276b8475a,80,,"[67.1, 20.4]",22912,3,,,,-0.5633163,,Head,,,,"[76.6, 14.4]",,High Pass,,11.236102,Incomplete,,Bamidele Alli,,,,,,Recovery,1,From Throw In,Harry Winks,3082.0,Left Center Midfield,5,Liverpool,24,"['174bd590-320d-45d2-b0e7-29666352fc8a', '48f2d36a-227b-4428-bf65-22f1f5278592']",31,,,,,,,,,,,,,,Tottenham Hotspur,00:03:31.293,Pass,
,,,,,,,,,,,,,,,,,,3.086232,,,,,,,,,,,,,,174bd590-320d-45d2-b0e7-29666352fc8a,82,,"[43.5, 65.7]",22912,3,,,,-0.02889369,,Right Foot,,,,"[78.1, 64.7]",,High Pass,,34.61445,Incomplete,,Mohamed Salah,,,,,,Recovery,1,From Throw In,Trent Alexander-Arnold,3664.0,Right Back,5,Liverpool,24,"['b281cd2e-b5e5-40b7-bc14-db065ebcf9ca', 'e3df0eb9-1f07-40b8-bfd6-579276b8475a', 'ea8bd6fd-a927-468a-b846-ef1b214baae7']",33,,,,,,,,,,,,,,Liverpool,00:03:33.110,Pass,
,,,,,,,,,,,,,,,,,,1.645356,,,,,,,,,,,,,,ea8bd6fd-a927-468a-b846-ef1b214baae7,84,,"[42.0, 15.4]",22912,3,,,,0.059389535,,Head,,,,"[60.5, 16.5]",,High Pass,,18.532675,,,Heung-Min Son,,,,,,Recovery,1,From Throw In,Danny Rose,3594.0,Left Back,5,Liverpool,24,"['174bd590-320d-45d2-b0e7-29666352fc8a', 'a74bc63b-2609-4daf-9a23-bd651ed118d4']",36,,,,,,,,,,,,,,Tottenham Hotspur,00:03:36.196,Pass,
,,,,,,,,,,,,,,,,,,2.241281,,,,,,,,,,,,,,83e0fe4d-c734-4cca-a55a-6b48bc80096e,86,,"[60.5, 16.5]",22912,3,,,,0.790229,,Head,,,,"[70.8, 26.9]",,High Pass,,14.637281,Incomplete,,,,,,,,,1,From Throw In,Heung-Min Son,3083.0,Left Wing,5,Liverpool,24,['f8a31cbc-4699-434d-b1fd-00ab0ea324fe'],38,,,,,,,,,,,,,,Tottenham Hotspur,00:03:38.132,Pass,
,,,,,,,,,,,,,,,,,,2.173244,,,,,,,,,,,,,,e5d40ec5-15ff-4363-94d3-9d48f938b2ad,90,,"[50.0, 51.8]",22912,3,,,,0.66206044,,Right Foot,,,,"[63.6, 62.4]",,High Pass,,17.24297,Incomplete,,Roberto Firmino Barbosa de Oliveira,,,,,,,1,From Throw In,Fábio Henrique Tavares,3247.0,Center Defensive Midfield,5,Liverpool,24,"['2374dfba-a195-4807-90c3-9b76478b2930', '34774b07-3bce-4e00-a3de-1922fa75b5af', '6936edac-ba70-4fa7-8d7e-e71f7ea3fc3f']",41,,,,,,,,,,,,,,Liverpool,00:03:41.221,Pass,True
,,,,,,,,,,,,,,,,,,0.76542,,,,,,,,,,,,,,34774b07-3bce-4e00-a3de-1922fa75b5af,92,,"[56.5, 17.7]",22912,3,,,True,1.1425322,,,,,,"[58.6, 22.3]",,Low Pass,,5.056679,Incomplete,,Bamidele Alli,,,,,,Recovery,1,From Throw In,Harry Winks,3082.0,Left Center Midfield,5,Liverpool,24,"['020e03f4-b2dd-43c9-81ef-fd4df72bda08', 'b2aad89a-22b8-4874-a50c-de0021bea359', 'e2b9c4de-6246-46f5-b0a3-1338a4a84074', 'e5d40ec5-15ff-4363-94d3-9d48f938b2ad']",43,,,,,,,,,,,,,,Tottenham Hotspur,00:03:43.394,Pass,True
,,,,,,,,,,,,,,,,,,2.230842,,,,,,,,,,,,,,5be682c7-2128-4a17-8f15-510f16f65f55,98,,"[62.2, 58.3]",22912,3,,,,-0.957589,,Right Foot,,,,"[83.1, 28.6]",,High Pass,,36.31666,Incomplete,,Sadio Mané,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,5,Liverpool,24,"['d71d3219-8ba6-444a-b95d-150f5b86a117', 'f42a09ad-8acc-485e-9d44-3d5129e64c59', 'ff6258ba-4533-435c-9be0-74090e97980b']",44,,,,,,,,,,,,,,Liverpool,00:03:44.737,Pass,True
,,,,,,,,,,,,,,,,,,1.597434,,,,,,,,,,,,,,d71d3219-8ba6-444a-b95d-150f5b86a117,100,,"[37.0, 51.5]",22912,3,,,,-2.3892949,,Head,,,,"[29.2, 44.2]",,High Pass,,10.683165,,,Toby Alderweireld,,,,,,Recovery,1,Regular Play,Kieran Trippier,3308.0,Right Back,6,Tottenham Hotspur,38,"['431d71e4-48f0-49ef-acae-578a417dd6b5', '5be682c7-2128-4a17-8f15-510f16f65f55']",46,,,,,,,,,,,,,,Tottenham Hotspur,00:03:46.967,Pass,
